TIMESTAMP,PROGRAM,ML_COURSE,IR_COURSE,STAT_COURSE,DB_COURSE,GENDER,CHATGPT_USAGE,BIRTHDAY,ROOM_ESTIMATE,STRESS_LEVEL,SPORTS_HOURS,RANDOM_NUMBER,BEDTIME,GOOD_DAY_1,GOOD_DAY_2,ML_COURSE_NUM,IR_COURSE_NUM,DB_COURSE_NUM,CHATGPT_USAGE_NUM,GENDER_CATEGORIZED,ROOM_ESTIMATE_CLEANED,STRESS_LEVEL_CLEANED,SPORTS_HOURS_CLEANED,RANDOM_NUMBER_CLEANED,AGE,BIRTHDAY_MONTH,BIRTHDAY_DAY,BEDTIME_CLEANED,GOOD_DAY_1_CLEAN,GOOD_DAY_2_CLEAN,GOOD_DAY_CLEANED_1,study_pressure,sports_x_chatgpt,sports_squared,chatgpt_squared,age_month_product,ROOM_ESTIMATE_WINSORIZED,ROOM_ESTIMATE_LOG,ROOM_ESTIMATE_SQRT
2025-04-01 12:18:59.328,Artificial Intelligence,yes,0,mu,ja,female,no,03-01-2001,250,100,4,11,23.30,Sun Shining,Drinking Matcha in the Sun,1.0,0.0,1.0,0.0,female,250.0,100.0,4.0,11.0,24.0,1.0,3.0,23:30:00,sun shining,drinking matcha in the sun,weather,2.0,0.0,16.0,0.0,24.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:59.757,Computational Science,yes,0,mu,nee,female,yes,april 3rd,100,20,5,51,0:00,sunshine,no exam,1.0,0.0,0.0,1.0,female,100.0,20.0,5.0,51.0,,4.0,3.0,00:00:00,sunshine,no exam,weather,1.0,5.0,25.0,1.0,,100.0,4.61512051684126,10.0
2025-04-01 12:19:00.180,Computer Science,no,1,sigma,ja,male,yes,07.02.1997,450,40,10,8473,00:00,The sun,Sports,0.0,1.0,1.0,1.0,male,450.0,40.0,10.0,8473.0,28.0,2.0,7.0,00:00:00,the sun,sports,weather,2.0,10.0,100.0,1.0,56.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:00.457,Humanities Research,yes,0,mu,ja,female,yes,december,350,87,1,27.4,2 am,getting some work done,time to make music,1.0,0.0,1.0,1.0,female,350.0,87.0,1.0,27.4,,12.0,14.0,02:00:00,getting some work done,time to make music,mental_wellbeing,2.0,1.0,1.0,1.0,,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:00.889,Econometrics and Operations Research,yes,1,mu,ja,female,yes,20.07.2002,450,10,3-4,22,23:00,Sun,friends,1.0,1.0,1.0,1.0,female,450.0,10.0,3.5,22.0,22.0,7.0,20.0,23:00:00,sun,friends,weather,3.0,3.5,12.25,1.0,154.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:01.428,Artificial Intelligence,yes,0,mu,ja,female,yes,01/09,450,25,2,55678686,02:00,Sunshine,Food,1.0,0.0,1.0,1.0,female,450.0,25.0,2.0,55678686.0,,9.0,1.0,02:00:00,sunshine,food,weather,2.0,2.0,4.0,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:01.533,Business Analytics,yes,1,mu,ja,female,yes,03/01/2000,400,60,7,25,23:00,being able to exercise,get outside,1.0,1.0,1.0,1.0,female,400.0,60.0,7.0,25.0,25.0,1.0,3.0,23:00:00,being able to exercise,get outside,,3.0,7.0,49.0,1.0,25.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:01.553,Artificial Intelligence,yes,1,mu,ja,male,yes,05-03-2001,400,40,16,90,22:30,Performing some sports,Positive people around me ,1.0,1.0,1.0,1.0,male,400.0,40.0,16.0,90.0,24.0,3.0,5.0,22:30:00,performing some sports,positive people around me,activity,3.0,16.0,256.0,1.0,72.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:02.143,Business Analytics,yes,unknown,sigma,ja,male,yes,11-09-2002,380,40,12,858282281825663728188,22:30,When the sun is out,What makes a good day for you (2)? ,1.0,,1.0,1.0,male,380.0,40.0,12.0,8.582822818256637e+20,22.0,9.0,11.0,22:30:00,when the sun is out,what makes a good day for you (2)?,weather,,12.0,144.0,1.0,198.0,380.0,5.942799375126701,19.493588689617926
2025-04-01 12:19:02.180,Artificial Intelligence,yes,0,mu,ja,female,yes,December 27,550,20,3,77,1 am,Good Breakfast,Sunshine,1.0,0.0,1.0,1.0,female,550.0,20.0,3.0,77.0,,12.0,27.0,01:00:00,good breakfast,sunshine,food_drink,2.0,3.0,9.0,1.0,,550.0,6.311734809152915,23.45207879911715
2025-04-01 12:19:03.028,Artificial Intelligence,yes,1,unknown,ja,male,yes,18/11/2000,384,-10000,14,9,12,productivity,music,1.0,1.0,1.0,1.0,male,384.0,0.0,14.0,9.0,24.0,11.0,18.0,00:00:00,productivity,music,,3.0,14.0,196.0,1.0,264.0,384.0,5.953243334287785,19.595917942265423
2025-04-01 12:19:04.145,Computer Science,no,unknown,mu,ja,male,yes,,450,30,6,76,3:00 ,Videogames all day,Good food for free,0.0,,1.0,1.0,male,450.0,30.0,6.0,76.0,,,,03:00:00,videogames all day,good food for free,,,6.0,36.0,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:04.834,Finance and Technology,yes,unknown,mu,nee,male,yes,17 augustus 2001,250,58,3,5,01:30,Not a lot of assignments,Sports and guitar,1.0,,0.0,1.0,male,250.0,58.0,3.0,5.0,23.0,8.0,17.0,01:30:00,not a lot of assignments,sports and guitar,productivity,,3.0,9.0,1.0,184.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:19:05.331,Econometrics and Operations Research,yes,1,mu,nee,male,not willing to say,13-12-2003,250,23.23,7,00,00:30,productivity,nice food,1.0,1.0,0.0,,male,250.0,23.23,7.0,0.0,21.0,12.0,13.0,00:30:00,productivity,nice food,,2.0,,49.0,,252.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:19:05.723,Fintech and Regulation,yes,0,mu,nee,male,not willing to say,15-08-2000,400,60,10,158,3am,Sports,Food,1.0,0.0,0.0,,male,400.0,60.0,10.0,158.0,24.0,8.0,15.0,03:00:00,sports,food,activity,1.0,,100.0,,192.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:06.373,Business Analytics,yes,1,sigma,ja,male,yes,04-10-2003,311,11,4,10107472946391947974729472910472918462917472927492746291047272947263902716549294746829294739194737292847292748202747204726294,1,Potato,Fries,1.0,1.0,1.0,1.0,male,311.0,11.0,4.0,1.0107472946391948e+124,21.0,10.0,4.0,01:00:00,potato,fries,,3.0,4.0,16.0,1.0,210.0,311.0,5.7430031878094825,17.635192088548397
2025-04-01 12:19:06.391,Artificial Intelligence,yes,1,mu,ja,male,yes,18-01-2002,300,15,20,78,23:30,-,-,1.0,1.0,1.0,1.0,male,300.0,15.0,20.0,78.0,23.0,1.0,18.0,23:30:00,-,-,,3.0,20.0,400.0,1.0,23.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:06.467,Computer Science,yes,0,mu,ja,male,yes,18/02/2001,150,30,7,“-69420”,3:00,“rm -r .”,Bouldering and hanging with the homies,1.0,0.0,1.0,1.0,male,150.0,30.0,7.0,-69420,24.0,2.0,18.0,03:00:00,“rm -r .”,bouldering and hanging with the homies,,2.0,7.0,49.0,1.0,48.0,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:19:07.225,Artificial Intelligence,yes,1,mu,ja,female,yes,25/06/2003,450,50,8,7,23:00,Good food ,Nobody dies ,1.0,1.0,1.0,1.0,female,450.0,50.0,8.0,7.0,21.0,6.0,25.0,23:00:00,good food,nobody dies,food_drink,3.0,8.0,64.0,1.0,126.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:07.712,Computational Science,yes,0,mu,nee,female,not willing to say,25-08-2000,150,98,0,23,4,no course,鲜锅兔,1.0,0.0,0.0,,female,150.0,98.0,0.0,23.0,24.0,8.0,25.0,04:00:00,no course,鲜锅兔,,1.0,,0.0,,192.0,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:19:08.089,Artificial Intelligence,yes,1,mu,ja,male,not willing to say,23-12-2000,400,10,8,9,01:00,Nice weather,Free time,1.0,1.0,1.0,,male,400.0,10.0,8.0,9.0,24.0,12.0,23.0,01:00:00,nice weather,free time,weather,3.0,,64.0,,288.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:09.111,Computer Science,yes,1,unknown,ja,male,not willing to say,30/01/2000,300,-1,12,4,1,Good food,Good weather,1.0,1.0,1.0,,male,300.0,0.0,12.0,4.0,25.0,1.0,30.0,01:00:00,good food,good weather,food_drink,3.0,,144.0,,25.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:10.336,Bioinformatics and Systems Biology,yes,0,mu,nee,female,yes,20-01-2002,350,30,2,9,22:30,Food,More food,1.0,0.0,0.0,1.0,female,350.0,30.0,2.0,9.0,23.0,1.0,20.0,22:30:00,food,more food,food_drink,1.0,2.0,4.0,1.0,23.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:10.778,Artificial Intelligence,yes,1,mu,ja,female,yes,23,380,23,3,39587,12:30,Good food,Talking to friends,1.0,1.0,1.0,1.0,female,380.0,23.0,3.0,39587.0,,4.0,23.0,00:30:00,good food,talking to friends,food_drink,3.0,3.0,9.0,1.0,,380.0,5.942799375126701,19.493588689617926
2025-04-01 12:19:10.893,Artificial Intelligence,yes,1,mu,ja,male,not willing to say,01.01.1998,500,70,2,7,23:00,Good food,Good sleep,1.0,1.0,1.0,,male,500.0,70.0,2.0,7.0,27.0,1.0,1.0,23:00:00,good food,good sleep,food_drink,3.0,,4.0,,27.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:19:11.148,Bioinformatics and Systems Biology,yes,0,mu,nee,male,yes,"Dec 08, 2001",240,65,4,35,2 am,Cola,Gaming,1.0,0.0,0.0,1.0,male,240.0,65.0,4.0,35.0,23.0,12.0,8.0,02:00:00,cola,gaming,,1.0,4.0,16.0,1.0,276.0,240.0,5.484796933490655,15.491933384829668
2025-04-01 12:19:12.321,Artificial Intelligence,no,0,mu,nee,male,not willing to say,September 5,400,40,3,60000000,2am,Productivity,Friends,0.0,0.0,0.0,,male,400.0,40.0,3.0,60000000.0,,9.0,5.0,02:00:00,productivity,friends,,0.0,,9.0,,,400.0,5.993961427306569,20.0
2025-04-01 12:19:12.553,Econometrics and Operations Research,yes,1,sigma,ja,male,not willing to say,2003 July,220,Now? 22,9,18,02:00,Sun,Sun,1.0,1.0,1.0,,male,220.0,22.0,9.0,18.0,21.0,7.0,14.0,02:00:00,sun,sun,weather,3.0,,81.0,,147.0,220.0,5.3981627015177525,14.832396974191326
2025-04-01 12:19:14.265,Artificial Intelligence,yes,1,mu,ja,female,yes,11.08.2002,253,55,4,21,1:03 ,Sun ,Laughter ,1.0,1.0,1.0,1.0,female,253.0,55.0,4.0,21.0,22.0,8.0,11.0,01:03:00,sun,laughter,weather,3.0,4.0,16.0,1.0,176.0,253.0,5.537334267018537,15.905973720586866
2025-04-01 12:19:14.381,Business Analytics,yes,1,mu,ja,male,yes,29-09,300,25,11,3891736819378483829191037,23:30,Personal record in the gym,Good food,1.0,1.0,1.0,1.0,male,300.0,25.0,11.0,3.891736819378484e+24,,9.0,29.0,23:30:00,personal record in the gym,good food,activity,3.0,11.0,121.0,1.0,,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:14.588,Artificial Intelligence,yes,0,mu,unknown,female,yes,05-05-2002,280,20,7,93,00:10,That I feel content and happy,Doing something ,1.0,0.0,,1.0,female,280.0,20.0,7.0,93.0,22.0,5.0,5.0,00:10:00,that i feel content and happy,doing something,mental_wellbeing,,7.0,49.0,1.0,110.0,280.0,5.638354669333745,16.73320053068151
2025-04-01 12:19:16.737,Computer Science,no,1,sigma,nee,male,yes,04-10-2001,230,8,6,88,1:37,Good food,Girlfriend,0.0,1.0,0.0,1.0,male,230.0,8.0,6.0,88.0,23.0,10.0,4.0,01:37:00,good food,girlfriend,food_drink,1.0,6.0,36.0,1.0,230.0,230.0,5.442417710521793,15.165750888103101
2025-04-01 12:19:17.107,Business Analytics,yes,1,mu,ja,not willing to answer,yes,28,450,40,4.6,576434680087,22:00,Cooking,Sun,1.0,1.0,1.0,1.0,unknown,450.0,40.0,4.6,576434680087.0,,4.0,28.0,22:00:00,cooking,sun,,3.0,4.6,21.159999999999997,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:17.331,Artificial Intelligence,no,0,mu,ja,female,yes,04-10-2001,200,20,8,9,00:00,Good sleep,Friends,0.0,0.0,1.0,1.0,female,200.0,20.0,8.0,9.0,23.0,10.0,4.0,00:00:00,good sleep,friends,sleep,1.0,8.0,64.0,1.0,230.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:19:19.368,Artificial Intelligence,no,0,sigma,nee,male,yes,13-07-2001,350,60,6,7,11:00,Good weather,Great food,0.0,0.0,0.0,1.0,male,350.0,60.0,6.0,7.0,23.0,7.0,13.0,23:00:00,good weather,great food,weather,0.0,6.0,36.0,1.0,161.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:21.141,Finance and Technology,yes,0,sigma,nee,male,yes,13,550,65,2,7,12.00,Good Breakfast,Completing targetted task,1.0,0.0,0.0,1.0,male,550.0,65.0,2.0,7.0,,4.0,13.0,00:00:00,good breakfast,completing targetted task,food_drink,1.0,2.0,4.0,1.0,,550.0,6.311734809152915,23.45207879911715
2025-04-01 12:19:21.683,Econometrics and Operations Research,yes,0,sigma,nee,male,yes,19 january,425,20,3,17,00:30 AM,Sleep,Meditation,1.0,0.0,0.0,1.0,male,425.0,20.0,3.0,17.0,,1.0,19.0,00:30:00,sleep,meditation,sleep,1.0,3.0,9.0,1.0,,425.0,6.054439346269371,20.615528128088304
2025-04-01 12:19:21.758,Artificial Intelligence,yes,1,mu,ja,male,yes,03-01-2003,300,15,9,35723490856,23:00,Sports,Time with friends,1.0,1.0,1.0,1.0,male,300.0,15.0,9.0,35723490856.0,22.0,1.0,3.0,23:00:00,sports,time with friends,activity,3.0,9.0,81.0,1.0,22.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:22.159,Bioinformatics and Systems Biology,yes,0,mu,unknown,female,not willing to say,09.10.2002,350,70,4.5 hours,10,00.15,having chocolate,Sun :)),1.0,0.0,,,female,350.0,70.0,4.5,10.0,22.0,10.0,9.0,00:15:00,having chocolate,sun :)),food_drink,,,20.25,,220.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:22.228,Artificial Intelligence,no,0,unknown,ja,female,yes,28.08.2000,500,70,1,2,00:30,The sun,Good food,0.0,0.0,1.0,1.0,female,500.0,70.0,1.0,2.0,24.0,8.0,28.0,00:30:00,the sun,good food,weather,1.0,1.0,1.0,1.0,192.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:19:23.072,Business Analytics,yes,1,mu,ja,male,yes,14-11-2003,350,15,10,257261814499261618384638281776364,23:30,Banana,Apple,1.0,1.0,1.0,1.0,male,350.0,15.0,10.0,2.5726181449926163e+32,21.0,11.0,14.0,23:30:00,banana,apple,,3.0,10.0,100.0,1.0,231.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:23.247,Computer Science,yes,0,mu,ja,male,yes,October,250,10,2,1683,1:30,Not having to wake up early,yes,1.0,0.0,1.0,1.0,male,250.0,10.0,2.0,1683.0,,10.0,14.0,01:30:00,not having to wake up early,yes,,2.0,2.0,4.0,1.0,,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:19:23.635,Econometrics and Operations Research,no,unknown,mu,nee,female,not willing to say,June,200,60,3,13,11:34,Sun,Rest,0.0,,0.0,,female,200.0,60.0,3.0,13.0,,6.0,14.0,23:34:00,sun,rest,weather,,,9.0,,,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:19:23.776,Artificial Intelligence,yes,unknown,mu,ja,female,yes,13/07,100,77,0,137,5 AM,Enough sleep,Good food,1.0,,1.0,1.0,female,100.0,77.0,0.0,137.0,,7.0,13.0,05:00:00,enough sleep,good food,sleep,,0.0,0.0,1.0,,100.0,4.61512051684126,10.0
2025-04-01 12:19:25.605,Computer Science,unknown,0,mu,ja,male,no,When I was born,180,58,4,42,01:00,Coffee,Science,,0.0,1.0,0.0,male,180.0,58.0,4.0,42.0,,,,01:00:00,coffee,science,food_drink,,0.0,16.0,0.0,,180.0,5.198497031265826,13.416407864998739
2025-04-01 12:19:25.761,Business Analytics,yes,1,unknown,ja,female,yes,18-05-2002,200,65,4,2,23:30,Sunny weather,Good food,1.0,1.0,1.0,1.0,female,200.0,65.0,4.0,2.0,22.0,5.0,18.0,23:30:00,sunny weather,good food,weather,3.0,4.0,16.0,1.0,110.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:19:26.891,Bioinformatics and Systems Biology,yes,0,unknown,nee,male,not willing to say,10/01/2001,350,47,5,57,00:33,Sun,Friends,1.0,0.0,0.0,,male,350.0,47.0,5.0,57.0,24.0,1.0,10.0,00:33:00,sun,friends,weather,1.0,,25.0,,24.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:27.999,Bioinformatics and Systems Biology,yes,0,mu,nee,female,yes,07/12/2000,220,63,5,78,22:30,Sun,Friends,1.0,0.0,0.0,1.0,female,220.0,63.0,5.0,78.0,24.0,12.0,7.0,22:30:00,sun,friends,weather,1.0,5.0,25.0,1.0,288.0,220.0,5.3981627015177525,14.832396974191326
2025-04-01 12:19:28.490,Artificial Intelligence,yes,0,mu,ja,female,yes,19-08-2003,230,80,4,4678,11:30pm,a good breakfast ,good sleep,1.0,0.0,1.0,1.0,female,230.0,80.0,4.0,4678.0,21.0,8.0,19.0,23:30:00,a good breakfast,good sleep,food_drink,2.0,4.0,16.0,1.0,168.0,230.0,5.442417710521793,15.165750888103101
2025-04-01 12:19:30.118,Econometrics and Operations Research,yes,1,sigma,ja,female,yes,02-10-2003,458,70,1,47,00:15,Sun,Family,1.0,1.0,1.0,1.0,female,458.0,70.0,1.0,47.0,21.0,10.0,2.0,00:15:00,sun,family,weather,3.0,1.0,1.0,1.0,210.0,458.0,6.129050210060545,21.400934559032695
2025-04-01 12:19:30.675,Econometrics and Operations Research,yes,0,mu,nee,male,yes,April 9th,350,69,4,52739,1:30am,Hanging out with friends,Being productive,1.0,0.0,0.0,1.0,male,350.0,69.0,4.0,52739.0,,4.0,9.0,01:30:00,hanging out with friends,being productive,social,1.0,4.0,16.0,1.0,,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:30.685,Artificial Intelligence,no,0,unknown,ja,male,yes,2/3/2003,210,50,2,74,01:00,Boardgames with friends,Dinner with family,0.0,0.0,1.0,1.0,male,210.0,50.0,2.0,74.0,22.0,3.0,2.0,01:00:00,boardgames with friends,dinner with family,social,1.0,2.0,4.0,1.0,66.0,210.0,5.351858133476067,14.491376746189438
2025-04-01 12:19:31.071,Computer Science,no,0,mu,nee,male,yes,16 June,150,85,10,14,1,Good weather,Stock trading profit,0.0,0.0,0.0,1.0,male,150.0,85.0,10.0,14.0,,6.0,16.0,01:00:00,good weather,stock trading profit,weather,0.0,10.0,100.0,1.0,,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:19:31.462,Computer Science,yes,0,sigma,nee,male,yes,9th of July,234,75,4,9,4:30,A fieldtrip with friends,A sunny picnic,1.0,0.0,0.0,1.0,male,234.0,75.0,4.0,9.0,,7.0,9.0,04:30:00,a fieldtrip with friends,a sunny picnic,social,1.0,4.0,16.0,1.0,,234.0,5.459585514144159,15.297058540778355
2025-04-01 12:19:31.727,OTHER,yes,0,mu,ja,male,yes,22/10/2000,450,100,0,18,05:00,Sunshine ,Good food,1.0,0.0,1.0,1.0,male,450.0,100.0,0.0,18.0,24.0,10.0,22.0,05:00:00,sunshine,good food,weather,2.0,0.0,0.0,1.0,240.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:34.169,Artificial Intelligence,yes,1,sigma,ja,female,yes,October 1st 2002,400,75,3,573,02:00,Nice food,Seeing friends,1.0,1.0,1.0,1.0,female,400.0,75.0,3.0,573.0,22.0,10.0,1.0,02:00:00,nice food,seeing friends,food_drink,3.0,3.0,9.0,1.0,220.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:36.611,Artificial Intelligence,yes,1,sigma,nee,male,not willing to say,22/07/2000,300,61,6,1999,23:45,Good food,Fun people,1.0,1.0,0.0,,male,300.0,61.0,6.0,1999.0,24.0,7.0,22.0,23:45:00,good food,fun people,food_drink,2.0,,36.0,,168.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:36.786,Artificial Intelligence,yes,unknown,mu,ja,male,yes,26/11,420,20,12,81,22:45,Doing sports,Meeting friends,1.0,,1.0,1.0,male,420.0,20.0,12.0,81.0,,11.0,26.0,22:45:00,doing sports,meeting friends,activity,,12.0,144.0,1.0,,420.0,6.042632833682381,20.493901531919196
2025-04-01 12:19:36.960,Econometrics and Operations Research,yes,unknown,mu,ja,female,yes,1/1/1,320,40,0,7,4:00,Sleep in,Free,1.0,,1.0,1.0,female,320.0,40.0,0.0,7.0,24.0,1.0,1.0,04:00:00,sleep in,free,sleep,,0.0,0.0,1.0,24.0,320.0,5.771441123130016,17.88854381999832
2025-04-01 12:19:38.063,Computer Science,no,0,mu,ja,female,yes,19.04.2000,450,5,10,7,1am,being outside in the sun,eating good food,0.0,0.0,1.0,1.0,female,450.0,5.0,10.0,7.0,24.0,4.0,19.0,01:00:00,being outside in the sun,eating good food,weather,1.0,10.0,100.0,1.0,96.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:38.648,Econometrics and Operations Research,yes,1,sigma,nee,male,not willing to say,12-11-2001,150,10,10,1 000 000,1 AM,Nice weather,Nice friends,1.0,1.0,0.0,,male,150.0,10.0,10.0,1 000 000,23.0,11.0,12.0,01:00:00,nice weather,nice friends,weather,2.0,,100.0,,253.0,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:19:41.047,Econometrics and Operations Research,yes,0,mu,ja,female,yes,21 01 1999,400,2,5,6,9:30,Peace of mind,Good food,1.0,0.0,1.0,1.0,female,400.0,2.0,5.0,6.0,26.0,1.0,21.0,21:30:00,peace of mind,good food,mental_wellbeing,2.0,5.0,25.0,1.0,26.0,400.0,5.993961427306569,20.0
2025-04-01 12:19:43.407,Bioinformatics and Systems Biology,yes,0,sigma,ja,male,yes,16 juni 2001,500,20,5,3748,23:15,Play fieldhockey,Enjoy the weather,1.0,0.0,1.0,1.0,male,500.0,20.0,5.0,3748.0,23.0,6.0,16.0,23:15:00,play fieldhockey,enjoy the weather,,2.0,5.0,25.0,1.0,138.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:19:45.316,Computer Science,yes,1,mu,ja,female,yes,01-01-2000,450,70,2,89,12:30am,enough sleep time,sun,1.0,1.0,1.0,1.0,female,450.0,70.0,2.0,89.0,25.0,1.0,1.0,00:30:00,enough sleep time,sun,sleep,3.0,2.0,4.0,1.0,25.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:45.353,Bioinformatics and Systems Biology,yes,0,mu,nee,male,yes,08-10-1999,450,8,5,69,02:15,Friends,No school,1.0,0.0,0.0,1.0,male,450.0,8.0,5.0,69.0,25.0,10.0,8.0,02:15:00,friends,no school,social,1.0,5.0,25.0,1.0,250.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:19:45.412,Artificial Intelligence,yes,0,mu,ja,female,yes,22-09-2003,330,40,3,18,01:00,Nice weather,Seeing my loved ones ,1.0,0.0,1.0,1.0,female,330.0,40.0,3.0,18.0,21.0,9.0,22.0,01:00:00,nice weather,seeing my loved ones,weather,2.0,3.0,9.0,1.0,189.0,330.0,5.802118375377063,18.16590212458495
2025-04-01 12:19:50.191,Artificial Intelligence,yes,1,mu,ja,male,yes,2003.02.12.,387,2,13,73,1,snorkeling,eating,1.0,1.0,1.0,1.0,male,387.0,2.0,13.0,73.0,21.0,12.0,2.0,01:00:00,snorkeling,eating,,3.0,13.0,169.0,1.0,252.0,387.0,5.961005339623274,19.672315572906
2025-04-01 12:19:50.423,Artificial Intelligence,yes,1,mu,ja,female,yes,19/11/2002,300,20,4,87,00:00,Reading,F1,1.0,1.0,1.0,1.0,female,300.0,20.0,4.0,87.0,22.0,11.0,19.0,00:00:00,reading,f1,,3.0,4.0,16.0,1.0,242.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:19:50.611,Artificial Intelligence,yes,0,mu,nee,female,yes,24.01.,380,50,8,2115,00:10,"good, sunny weather",spending time with my friends,1.0,0.0,0.0,1.0,female,380.0,50.0,8.0,2115.0,,1.0,24.0,00:10:00,"good, sunny weather",spending time with my friends,weather,1.0,8.0,64.0,1.0,,380.0,5.942799375126701,19.493588689617926
2025-04-01 12:19:52.777,Artificial Intelligence,yes,1,mu,ja,female,yes,07-10-2002,500,85,3,15,00:30,Seeing friends,No academic stress,1.0,1.0,1.0,1.0,female,500.0,85.0,3.0,15.0,22.0,10.0,7.0,00:30:00,seeing friends,no academic stress,social,3.0,3.0,9.0,1.0,220.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:19:57.466,Econometrics and Operations Research,yes,0,sigma,ja,female,yes,10-10-2002,350,70,1,2,21.30,Sunny weather,Good food,1.0,0.0,1.0,1.0,female,350.0,70.0,1.0,2.0,22.0,10.0,10.0,21:30:00,sunny weather,good food,weather,2.0,1.0,1.0,1.0,220.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:19:59.860,Artificial Intelligence,yes,1,sigma,nee,male,yes,17/02/1992,400,33,2,9277466,12.30am,Baking,Hiking,1.0,1.0,0.0,1.0,male,400.0,33.0,2.0,9277466.0,33.0,2.0,17.0,00:30:00,baking,hiking,,2.0,2.0,4.0,1.0,66.0,400.0,5.993961427306569,20.0
2025-04-01 12:20:01.725,Artificial Intelligence,yes,1,mu,ja,female,yes,20-01-2000,350,20,3,4,23:00,Seeing my friends,Sunny weather,1.0,1.0,1.0,1.0,female,350.0,20.0,3.0,4.0,25.0,1.0,20.0,23:00:00,seeing my friends,sunny weather,social,3.0,3.0,9.0,1.0,25.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:20:05.733,Artificial Intelligence,yes,0,mu,nee,male,yes,08.09,380,40,2,947362,21:30,Chocolate ,Sun,1.0,0.0,0.0,1.0,male,380.0,40.0,2.0,947362.0,,9.0,8.0,21:30:00,chocolate,sun,food_drink,1.0,2.0,4.0,1.0,,380.0,5.942799375126701,19.493588689617926
2025-04-01 12:20:06.573,Artificial Intelligence,yes,1,sigma,ja,male,yes,05-06-2003,320,15,7,69,23:30,Good weather ,Company ,1.0,1.0,1.0,1.0,male,320.0,15.0,7.0,69.0,21.0,6.0,5.0,23:30:00,good weather,company,weather,3.0,7.0,49.0,1.0,126.0,320.0,5.771441123130016,17.88854381999832
2025-04-01 12:20:13.540,Computer Science,no,0,unknown,ja,male,not willing to say,20/02/2000,520,50,10,123,10,sun,wind,0.0,0.0,1.0,,male,520.0,50.0,10.0,123.0,25.0,2.0,20.0,22:00:00,sun,wind,weather,1.0,,100.0,,50.0,520.0,6.255750041753367,22.80350850198276
2025-04-01 12:20:31.443,Computer Science,yes,1,unknown,ja,female,yes,/,450,69,6,19898901,1am,Music,Reading,1.0,1.0,1.0,1.0,female,450.0,69.0,6.0,19898901.0,,,,01:00:00,music,reading,,3.0,6.0,36.0,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:20:33.978,Computer Science,yes,1,mu,ja,male,yes,05-09-2001,350,99,5,3951,00:54,No nearing deadlines,Good weather,1.0,1.0,1.0,1.0,male,350.0,99.0,5.0,3951.0,23.0,9.0,5.0,00:54:00,no nearing deadlines,good weather,,3.0,5.0,25.0,1.0,207.0,350.0,5.860786223465865,18.708286933869708
